coef,Estimate,Std..Error,z.value,Pr...z..,target,adj.p,log2fc,fcthreshold
mm_rank,19.168553526824088,0.42139543932864987,45.48827950621072,0,LINC00216-202,0,27.65437711416376,s
mm_rank,-22.389717544024396,0.5991116918323274,-37.37152495813849,1.1338278441276454e-305,LINC00504-201,1.375711117541543e-303,-32.30153446766862,s
mm_rank,5.102607903407211,0.29386136037580735,17.363997420013618,1.5457637608606924e-67,LINC00963-202,5.247587648269045e-66,7.361507117846415,s
mm_rank,5.029025774184194,2.3952378000527137,2.0995935243145865,0.035764612914502954,LINC01134-203,0.11140016302702394,7.255350544918317,s
mm_rank,-3.161226738308262,0.32051216605522737,-9.86304756295445,6.019408583624749e-23,LINC01278-204,1.1047385165240715e-21,-4.5606861384829225,s
mm_rank,1.4962705869785327,0.4190559899428769,3.5705743931317984,3.561992684141603e-4,LINC01405-209,0.0019611912660920825,2.1586621556619474,s
mm_rank,6.8121213379220364,1.2564898381002354,5.42154908966212,5.9084766442554804e-8,LINC01504-205,6.096431334356206e-7,9.827813672154013,s
mm_rank,7.729868353715089,3.590677931553125,2.152760147544501,0.0313375336917776,LINC01719-207,0.09971108579658397,11.151842740629295,s
mm_rank,-34.08128933707232,12.699643922698781,-2.6836413323492425,0.007282518699137692,LINC02502-201,0.02865769520525535,-49.16890711369614,s
mm_rank,3.8694737927309664,0.20778365101705007,18.62260949690142,2.106924218009457e-77,LINC02762-201,8.07284647742571e-76,5.582470651622774,s
mm_rank,12.587420695001178,0.4341387945463894,28.99400111928068,7.831275630235402e-185,LUCAT1-250,6.413814741162795e-183,18.15980941426131,s
mm_rank,4.7462756796703225,2.37313118762181,2.0000056062752756,0.045499658523310976,MALAT1-201,0.13600080412624704,6.847428385752269,s
mm_rank,-7.704246774983793,3.7847985422690993,-2.0355764485062573,0.04179290471996778,MAPKAPK5-AS1-201,0.12694812782810797,-11.114878616053907,s
mm_rank,4.721612472191352,1.5904005297276236,2.9688197305869792,0.0029894591743394477,MEG3-210,0.013083037788003798,6.811846898629943,s
mm_rank,3.6542681177323253,0.26334823567571014,13.876182266253078,8.832463765027837e-44,MEG3-220,2.3055897445602546e-42,5.271994491531072,s
mm_rank,2.324867112545453,0.25677594159369893,9.054069077172857,1.3773762642372683e-19,MIR100HG-208,2.3259199183717996e-18,3.354074253995169,s
mm_rank,8.986556721125071,2.891092724199998,3.108359910390548,0.0018812881131101545,MIR122HG-201,0.008631792518976002,12.964860816234523,s
mm_rank,12.879500066088411,3.431248860703474,3.753589608026233,1.743201763706063e-4,MIR133A1HG-201,0.0010364299415428426,18.581190874474828,s
mm_rank,2.9505648616943483,1.4504525894382303,2.034237370583151,0.04192766835007694,MIR133A1HG-202,0.12729846294240227,4.256765293787667,s
mm_rank,7.324393489616336,2.042567780498339,3.585875367048703,3.359493877170231e-4,MIR193BHG-211,0.0018606427627404355,10.566866164988896,s
mm_rank,7.202282801609508,3.2628599464852366,2.207352727280811,0.027289426266069842,MIR22HG-228,0.08935548270629165,10.390697680961907,s
mm_rank,3.7589555749705426,1.658389106405739,2.2666306480494223,0.02341279822826062,MIR23AHG-201,0.07846580766831897,5.423026566931924,s
mm_rank,6.103062902584162,0.07081702899343076,86.18072502237143,0,MIR3936HG-206,0,8.804858583791573,s
mm_rank,3.126692609561839,0.2973022849951982,10.51688051981282,7.222535608693398e-26,MIR99AHG-270,1.4427455276877789e-24,4.510863922199038,s
mm_rank,3.8743655716234993,1.4990624042752836,2.5845258746893514,0.009751298748144918,MIRLET7A1HG-203,0.037210547115809844,5.589527996772157,s
mm_rank,20.23469611303149,2.7754018888266034,7.290726505049113,3.082880291323626e-13,MMP25-AS1-208,4.22573884283523e-12,29.192495736165714,s
mm_rank,10.87663560805906,1.9528325939405022,5.569671277409272,2.5522039163321688e-8,MRPL45P2-204,2.705831724888086e-7,15.69166825330312,s
mm_rank,3.922778237110022,0.3350397326724998,11.708397108066356,1.1544137511059732e-31,MUC20-OT1-312,2.546706699409541e-30,5.659372709185779,s
mm_rank,12.10200193880403,0.7789665139892831,15.535971985273974,1.9804652255054854e-54,MUC20-OT1-329,5.952297319959605e-53,17.459498181941196,s
mm_rank,14.166861374232322,5.117667979714403,2.7682259635418784,0.005636236269873247,NBAT1-201,0.022951286538352714,20.438460649566377,s
mm_rank,14.914194347989275,1.7243501789314888,8.649167976559731,5.187625591261966e-18,NDUFV2-AS1-203,8.392425400974913e-17,21.516634224698336,s
mm_rank,18.289857129272374,6.092562591466781,3.0019974115471664,0.002682144563410317,NEAT1-203,0.011877207131451779,26.386686178968908,s
mm_rank,2.0171598109201385,1.0093487523901903,1.9984765485105116,0.04566501993976209,NNT-AS1-204,0.13643283659157374,2.910146455895003,s
mm_rank,2.9295042372112925,0.939997287574894,3.1165028622254245,0.0018300990392705729,NORAD-201,0.008414602740561961,4.2263812352879375,s
mm_rank,5.324679890747975,1.800012566436841,2.9581348430740566,0.0030950670017505714,NRAV-203,0.013492268127391712,7.681889272703291,s
mm_rank,4.741950153248371,1.1767025407356975,4.029863103961356,5.5809345455330744e-5,OIP5-AS1-201,3.713315590417098e-4,6.841187970234086,s
mm_rank,7.98844796203499,3.969289009022099,2.01256394882747,0.04416052281487996,OIP5-AS1-204,0.13290755419526576,11.524894259227427,s
mm_rank,16.9941965353628,6.616083420888075,2.56861884203414,0.010210469492132626,OIP5-AS1-205,0.03873711413575737,24.517443065460316,s
mm_rank,1.9742502299094926,0.9114756567135619,2.1659933706050865,0.030311693530985975,OTUD6B-AS1-202,0.09716351077055778,2.848241016164321,s
mm_rank,-30.55316116962346,4.001543726812991,-7.635343571256529,2.252190110058236e-14,PAPOLA-DT-201,3.236041579188939e-13,-44.07889410289701,s
mm_rank,6.911917283360889,0.3054817289303346,22.62628703707893,2.3889056352159356e-113,PAXBP1-AS1-213,1.282959813273345e-111,9.971788787739472,s
mm_rank,5.515584844176558,1.1415852487108138,4.83151376597173,1.3549884782377241e-6,PDC-AS1-203,1.2211670576909998e-5,7.957306902295846,s
mm_rank,3.885487489366497,1.9461244501509687,1.9965257047487812,0.0458767306995197,PKD2L2-DT-201,0.13694047359601505,5.605573532345154,s
mm_rank,29.237854584006175,0.8771783406326514,33.33171058797328,1.341131418341985e-243,PPP1CB-DT-204,1.3729832895276072e-241,42.181307814578354,s
mm_rank,16.460391421903502,1.00698009700407,16.346292713109076,4.6226228405327433e-60,PRKCH-AS1-201,1.4846776887828693e-58,23.747325075471416,s
mm_rank,2.9658037219924087,0.20778734285487946,14.273264585051038,3.211840261803714e-46,PRKCQ-AS1-221,8.66007300219668e-45,4.278750321968478,s
mm_rank,2.3848335848912114,0.1285944949605511,18.54537852201843,8.887281431524451e-77,PRR34-AS1-201,3.3658651988062546e-75,3.4405875862679998,s
mm_rank,-2.7422354137911986,0.1533487093538008,-17.882350789561645,1.6186590288505875e-71,PSMD6-AS2-201,5.70185696614465e-70,-3.956209432426657,s
mm_rank,-41.47929720769323,1.024540546378334,-40.48575466761088,0,RASGRF2-AS1-204,0,-59.84197638109845,s
mm_rank,2.6236480011182612,0.24981474634360779,10.502374417519627,8.423421936067959e-26,RASSF8-AS1-212,1.677515517480768e-24,3.785123960251557,s
mm_rank,7.301163065983793,3.628478526755617,2.012183071264331,0.04420064233735923,RBM5-AS1-201,0.13296722157684926,10.533351748016479,s
mm_rank,27.76551651062343,0.4695086817566818,59.13738678215248,0,SAP30L-AS1-201,0,40.05717297759706,s
mm_rank,2.057303562418385,0.3008992032296387,6.837185144848331,8.076433596047535e-12,SBDSP1-204,1.0457864213696333e-10,2.968061647104202,s
mm_rank,5.844858136572452,2.5314018000544305,2.3089412895443053,0.020946839373779936,SH3BP5-AS1-202,0.07163031919467962,8.432347848332585,s
mm_rank,9.33531483451256,0.36765240003638966,25.391687456925524,3.1156225659689767e-142,SNHG14-212,2.0619756618412866e-140,13.468012416888445,s
mm_rank,15.341857854509406,4.337305127483285,3.5371866639715748,4.044137324997646e-4,SNHG16-215,0.002198936743019467,22.133622244724112,s
mm_rank,7.568039078146324,2.755350501075006,2.746670187765091,0.006020364189190241,SNHG29-221,0.024334007506214967,10.918372447295583,s
mm_rank,13.97436349081602,6.289896200589581,2.2217160737097914,0.02630249958169218,SNHG29-239,0.08689129709690148,20.160744907780057,s
mm_rank,7.2548983446383986,3.286060446138352,2.207779943051281,0.02725961687985438,SNHG29-253,0.08930250489840294,10.466605863963368,s
mm_rank,8.112832141484521,3.424004894110104,2.3693985237696453,0.017817043606261324,SNHG5-202,0.06264391348099117,11.704342698084307,s
mm_rank,-1.9594468072896056,0.32414195172732946,-6.045026868160239,1.4938510530593479e-9,SNHG5-226,1.687536568904284e-8,-2.8268841917624266,s
mm_rank,3.2296718119846766,0.21507524991460777,15.016473598273008,5.727472380208245e-51,SNHG5-284,1.6387073814464811e-49,4.659431506849166,s
mm_rank,2.4895473280370086,0.36074226086863354,6.901180144634044,5.157228223268883e-12,SNHG6-207,6.744542778215114e-11,3.5916575842173617,s
mm_rank,-14.129897563035659,1.03780222367705,-13.615212263635206,3.25199525241331e-42,SOX9-AS1-221,8.290689841950197e-41,-20.385133142460596,s
mm_rank,7.2854372272278995,2.8588867644047817,2.5483476008692922,0.0108234565789069,SP2-DT-204,0.040802812143266975,10.510664158429531,s
mm_rank,13.558731840801464,0.4413238897060542,30.722859462315352,2.818521598755876e-207,SRP14-DT-205,2.495534258790338e-205,19.561115187467557,s
mm_rank,3.423561580398751,1.6797674666065083,2.038116375307043,0.041538295886269484,STAG3L4-203,0.1264251479250339,4.939155314219261,s
mm_rank,6.780780829860284,1.8014870934310934,3.7639907910445696,1.672230442630308e-4,STAG3L4-209,9.969475759885147e-4,9.782598876594381,s
mm_rank,5.5689393416442545,2.408777341493244,2.311936120335626,0.020781203843162357,STARD4-AS1-201,0.07121257718640155,8.034281171201615,s
mm_rank,-0.3221299355602869,0.10169138940925886,-3.167720860454262,0.001536389604135237,SVIL-AS1-212,0.007190303347352909,-0.46473526055470726,ns
mm_rank,7.701324086529036,3.4037145683271572,2.26262335807848,0.023658916980555254,SVIL-AS1-215,0.079250114548363,11.110662067914166,s
mm_rank,14.094403150012965,6.3175016590839075,2.231009014417382,0.025680531906072817,SVIL-AS1-216,0.08519435192333624,20.33392552881349,s
mm_rank,21.110723548641147,0.9705910158748366,21.750380132679382,6.850978323324205e-105,TMCC1-DT-205,3.4528930749553994e-103,30.456336173202445,s
mm_rank,10.389498214337754,3.023784936360675,3.435924985737313,5.905344576946635e-4,TMEM9B-AS1-204,0.003073218242109162,14.98887755114982,s
mm_rank,6.967559518847141,3.0390798643135915,2.2926542999622153,0.0218679155469229,TOB1-AS1-205,0.07424925604046599,10.052063564939463,s
mm_rank,0.9197387631955739,0.1948994713362397,4.719041857270329,2.3695806457657704e-6,TPTEP1-204,2.086759729980824e-5,1.326902552575603,s
mm_rank,9.94303641252659,4.585429208136891,2.168398193757428,0.030128403016396414,TTN-AS1-207,0.09671793070231716,14.344769323730501,s
mm_rank,8.060253037170064,2.405157947338303,3.3512364733010735,8.045157021367986e-4,TTN-AS1-229,0.00404542354597107,11.628487085035458,s
mm_rank,4.380867721486346,0.2766809339075441,15.833645129122845,1.8234457034726413e-56,TTN-AS1-245,5.6090217132172515e-55,6.320256136578884,s
mm_rank,2.4805417037534623,0.589386015930739,4.2086877474286055,2.5685805532424224e-5,UBR5-DT-203,1.8395868564938863e-4,3.5786652147233804,s
mm_rank,-4.693632211715645,1.744360638831644,-2.690746458748,0.007129235367866695,USP27X-DT-201,0.028155967528789985,-6.771479915598858,s
mm_rank,1.876934065703854,0.3982518799439193,4.712932092042249,2.4417758787022835e-6,USP34-DT-201,2.138838978242963e-5,2.70784346866651,s
mm_rank,19.216582051019444,2.2977773904205674,8.36311738949707,6.108238295201808e-17,WEE2-AS1-212,9.66695104110199e-16,27.723667627841618,s
mm_rank,18.355518447431603,0.5359151568000253,34.25079178023863,4.2446036935555374e-257,XPC-AS1-211,4.559121868881292e-255,26.48141543705546,s
mm_rank,17.54362004266542,0.9345005950802354,18.773257218909677,1.2498226712463721e-78,YEATS2-AS1-201,4.874308417860851e-77,25.310093634793628,s
mm_rank,2.219228736447149,0.2945783017210481,7.533578418646241,4.936834123896645e-14,ZBED5-AS1-207,6.959157415099652e-13,3.201670292670582,s
mm_rank,-65.10098545931919,0.7406219962416621,-87.90042125359315,0,ZNF337-AS1-206,0,-93.92086887914431,s
mm_rank,5.716133438740075,2.5845650600282384,2.2116423096262166,0.02699138956606097,ZNF561-AS1-214,0.08855662715915447,8.246637365129883,s
mm_rank,5.761922816153685,1.7511183634883558,3.2904245288568124,0.001000363328162663,ZNF710-AS1-201,0.004928105658738172,8.312697472849893,s
